crude_oil_type,cost_per_barrel_today,purchase_location,refinery_location,lead_time_days,refinery_processing_time_days,production_cost,method_of_moving,method_capacity,number_of_barrels,delivery_method,delivery_time_days,delivery_location,delivery_capacity,optimized_cost
Type B,95.00115616990055,Location 1,Refinery 2,17,7,34.648853630414436,Ship,2908.1929007174185,611,Road,3,Customer C,2891.9239254829436,112.12125550471245
Type A,67.6710689651359,Location 1,Refinery 1,17,6,47.006591521101775,Road,4339.597713457566,573,Rail,3,Customer A,3688.4578403951964,72.18189598894259
Type B,61.8435279487241,Location 2,Refinery 1,10,5,75.54964246661103,Road,4023.5455182712653,260,Road,9,Customer B,3428.917801193563,106.6074402673943
Type A,89.0262757621931,Location 2,Refinery 3,29,9,59.59960700811903,Pipe,2933.6089460920166,388,Pipe,4,Customer C,2662.9369932935497,128.90813186909472
Type A,63.740301777406806,Location 3,Refinery 1,19,2,43.32610477169581,Ship,1446.5437175842465,299,Road,1,Customer A,2518.5234699425373,99.00608771393753
Type A,91.13071592568392,Location 3,Refinery 3,14,2,27.884742971316108,Rail,1461.6118372576325,887,Rail,1,Customer C,2531.177232581401,112.99294220129815
Type B,71.18691268243813,Location 2,Refinery 1,11,9,35.74910047403546,Road,4206.157842876302,627,Rail,7,Customer C,3356.5336126241527,75.41248817857657
Type B,83.37749496457351,Location 1,Refinery 1,2,3,54.872928649363,Ship,3117.5624853901336,784,Pipe,7,Customer C,3590.6774244833036,112.96339774133986
Type B,54.77676569173341,Location 1,Refinery 3,18,8,63.090076853630826,Ship,2926.3565608774506,602,Rail,2,Customer B,2806.967014061768,93.47054686902428
Type A,81.19296623382866,Location 1,Refinery 2,7,9,27.46531321111361,Pipe,3722.2673654428604,347,Rail,9,Customer C,4874.765800852172,76.0933418254528
Type B,72.58838393686145,Location 1,Refinery 3,12,8,55.975835602643244,Rail,4435.366333657041,482,Road,9,Customer A,1335.3828720179242,98.0755537128549
Type B,79.3304231587737,Location 1,Refinery 3,26,4,53.02107673032506,Pipe,3515.492577653221,317,Ship,5,Customer C,2388.1881038151078,109.85551428248588
Type A,58.40071038724317,Location 3,Refinery 3,2,1,50.83732680144249,Rail,4051.391609385916,186,Rail,3,Customer C,2676.298732501764,71.49549335084882
Type C,86.8436872472091,Location 2,Refinery 2,27,4,61.40738706092048,Rail,4061.082096467828,181,Rail,3,Customer A,1067.6853738597724,123.15244963567163
Type A,93.13985387716143,Location 3,Refinery 1,20,9,70.24697570500771,Road,2425.0457951718363,161,Pipe,12,Customer A,2459.8287506729007,158.34255738690655
Type B,60.836990004538784,Location 1,Refinery 3,18,2,39.379380990612106,Ship,2096.3327825639826,898,Pipe,3,Customer B,2094.83966869137,86.52349719863297
Type A,54.78572777600809,Location 1,Refinery 3,6,3,73.34073140665757,Ship,4204.656268700634,599,Road,6,Customer B,3024.1450809099233,83.03015185214414
Type C,51.18192930231682,Location 1,Refinery 2,24,8,29.638016757113043,Ship,2508.715167136974,141,Road,4,Customer B,2345.642188733077,65.29343493738064
Type A,82.0985750221633,Location 1,Refinery 3,10,6,30.381432185069862,Rail,4613.344026090821,111,Rail,8,Customer B,3904.728539785845,74.09078684624257
Type B,80.35470180443903,Location 2,Refinery 1,20,8,36.00632381743544,Ship,1278.7627869204784,932,Ship,13,Customer A,3039.729981630594,108.1256940210194
Type C,77.33487063570351,Location 1,Refinery 2,15,7,27.171852172824668,Road,1232.8700483013586,845,Ship,11,Customer C,1519.0489339850574,99.05595240017722
Type B,61.59735480579877,Location 2,Refinery 1,5,5,33.81915348097266,Rail,4708.016640405633,940,Road,13,Customer C,4000.245296577389,52.71342384758609
Type C,69.54529979527574,Location 1,Refinery 1,20,9,26.384705774170676,Rail,3593.8196567257396,742,Pipe,11,Customer C,1396.9155843307065,68.85884847897198
Type C,79.72381675930865,Location 2,Refinery 2,3,4,69.30514501912342,Rail,2518.397425793329,214,Rail,11,Customer B,4356.19667231743,128.1792537592654
Type A,74.83834294295846,Location 3,Refinery 3,5,6,28.338139513197476,Rail,4020.2416592647314,317,Rail,5,Customer A,4725.688776344878,70.89612467525004
Type A,99.38927601074437,Location 1,Refinery 1,25,2,64.8378534535914,Road,3689.307239974565,748,Ship,1,Customer A,2289.7811607394156,142.7086000643535
Type B,56.821987627836656,Location 2,Refinery 1,8,2,22.874832074800025,Ship,3124.804187278385,205,Road,9,Customer A,4704.570533051723,45.311253029591676
Type A,84.75722770237968,Location 3,Refinery 1,8,2,76.91121965083491,Road,1395.4933706506054,790,Ship,1,Customer C,4172.032636490154,152.70942458455667
Type A,70.21593840521462,Location 1,Refinery 1,8,7,62.66960525166597,Ship,4248.718349171006,627,Ship,6,Customer B,4689.74244401508,97.28557169936428
Type C,71.40998074628074,Location 1,Refinery 2,12,2,20.407792915166706,Road,4464.092762722499,571,Road,1,Customer A,3665.0805476833907,51.87219544315999
Type A,85.87988828290881,Location 1,Refinery 2,24,2,65.83139001201283,Pipe,1688.6747542105963,853,Pipe,3,Customer B,1942.5761576856876,148.9910858170975
Type C,84.62180756621848,Location 2,Refinery 1,23,9,50.84491524597112,Pipe,4402.046607908267,945,Rail,10,Customer A,4578.0929476438905,107.03337961183496
Type C,99.56279968510941,Location 2,Refinery 3,8,7,66.76191022010718,Pipe,4511.389244066257,992,Pipe,5,Customer B,1737.060304682975,126.85644128023918
Type C,56.41971447270626,Location 3,Refinery 1,11,3,51.34980853343531,Pipe,3197.714449154064,486,Road,10,Customer A,1852.2422040701422,77.17102012453434
Type B,55.20548246920832,Location 2,Refinery 3,14,3,58.46149145812128,Rail,3624.716144890748,325,Road,7,Customer B,2084.2519605614552,85.18670771692145
Type B,86.21694085643705,Location 2,Refinery 1,8,7,67.17989932370243,Rail,2528.9492800579656,580,Rail,14,Customer A,2216.9852459463386,143.54200201793185
Type B,78.91934585032045,Location 1,Refinery 3,29,5,44.306483275271404,Road,2127.166590037064,853,Pipe,10,Customer A,3057.9185685241223,115.99262808014278
Type C,63.70803332799029,Location 1,Refinery 1,24,6,20.162488989227125,Road,3887.9325878065792,507,Rail,8,Customer B,3853.8294417361762,64.02772373003165
Type B,53.97096844944933,Location 1,Refinery 3,28,8,70.99678975671131,Pipe,4447.500596063233,556,Ship,12,Customer B,4704.832697602735,97.08703734836641
Type B,54.282912479821526,Location 1,Refinery 1,10,9,42.85342175747975,Ship,3616.3102118229904,752,Ship,9,Customer C,1353.7503493420097,64.66958724238958
Type A,94.70954373320592,Location 1,Refinery 1,7,1,49.762563560994984,Pipe,3046.3624425861967,997,Ship,6,Customer B,4817.477448912943,116.32549937724204
Type B,59.59336623593715,Location 1,Refinery 3,28,3,20.465998529238124,Road,1635.6990673766863,810,Pipe,11,Customer A,4685.291868387254,78.51802222286791
Type B,66.16857810577604,Location 1,Refinery 2,17,7,49.52552062100588,Pipe,1213.8348504192727,723,Ship,9,Customer A,1215.9971687241557,117.4318075539837
Type C,61.3328201113494,Location 3,Refinery 3,4,6,79.18924409430377,Road,2782.767160986986,738,Rail,8,Customer B,2441.2845507662505,128.39461983987997
Type C,67.74981529159686,Location 3,Refinery 2,29,7,36.69605964912618,Pipe,1197.398254789685,120,Pipe,9,Customer C,4252.573561197346,109.34521542289754
Type C,53.47119213730467,Location 3,Refinery 1,13,8,43.72509621454269,Ship,3277.3385276289005,758,Rail,10,Customer B,3446.3061819176046,67.16860691910057
Type C,75.95298954541352,Location 3,Refinery 3,4,6,61.2313997881206,Pipe,2530.916765271085,700,Road,4,Customer A,4116.375773527081,107.40233467443237
Type C,53.380628179610746,Location 1,Refinery 3,5,3,68.88762005141952,Ship,4028.756478727878,914,Pipe,9,Customer A,3876.13335515955,83.27176059711016
Type C,90.01782539111808,Location 3,Refinery 3,26,2,45.04349744036602,Ship,2222.5939873447337,302,Rail,7,Customer C,2987.080452508654,120.7949434581203
Type B,61.685604095521654,Location 1,Refinery 2,22,7,38.58013222407755,Road,3371.9308038697286,516,Rail,5,Customer B,1164.8721838067981,82.43595976859824
Type C,77.00059573022553,Location 3,Refinery 2,4,1,76.26954799910402,Ship,3150.734087020402,515,Pipe,5,Customer A,3337.072808258004,126.88908147665764
Type C,94.0039543780729,Location 2,Refinery 1,18,3,60.628698000300155,Rail,1018.8497020889646,547,Road,1,Customer A,1194.2666122371838,153.61427819594496
Type A,82.5438684523597,Location 3,Refinery 2,6,4,27.141278269588465,Rail,1289.5575930572413,611,Pipe,2,Customer A,3414.9068701405236,104.27650298087379
Type B,76.64788932756676,Location 3,Refinery 2,24,1,24.13567268807892,Rail,2161.472849944082,184,Ship,10,Customer B,4201.643449974713,91.79263025505087
Type B,66.21668765576878,Location 1,Refinery 1,24,5,49.01299104742215,Road,4528.94032408306,266,Ship,3,Customer B,3339.9669948076744,92.7781444392021
Type B,66.6500956529099,Location 3,Refinery 3,23,3,33.20540396283634,Rail,1588.0598195991142,483,Road,14,Customer C,4988.087218246788,99.50552615153028
Type C,83.4743477599095,Location 2,Refinery 3,22,2,35.23908520257521,Road,3843.5773218421664,567,Rail,14,Customer A,2823.4660007217326,96.35574512480439
Type C,99.70696806105838,Location 1,Refinery 1,2,3,72.66153072967089,Road,4893.466264609149,171,Rail,8,Customer A,3995.3098544159498,118.09319909053659
Type C,83.09195949246893,Location 1,Refinery 3,23,8,25.37396145897864,Rail,4162.270210764621,909,Rail,6,Customer C,3668.85316696763,74.88704160765518
Type A,77.88917086850125,Location 3,Refinery 2,11,6,62.921846913733376,Ship,1971.7814467481758,620,Pipe,12,Customer A,4965.726766232352,130.78739544527522
Type C,86.5325255119623,Location 1,Refinery 1,28,7,36.26853520283528,Pipe,4633.4610416523265,892,Pipe,10,Customer C,3852.8760203084203,84.82033275724265
Type A,73.26028061418592,Location 1,Refinery 1,14,6,65.61969328424826,Road,1372.4286260335602,572,Road,11,Customer C,1656.1229258375577,130.83330842372308
Type B,53.00711713003926,Location 1,Refinery 1,5,6,63.344683067812674,Rail,2872.567767482943,357,Ship,13,Customer A,4822.070825668963,97.82318558846444
Type C,78.1148407938955,Location 1,Refinery 3,6,3,20.443514086657583,Road,4550.167630905655,374,Rail,14,Customer B,3671.1089057830454,53.72739957296923
Type A,97.881264225269,Location 1,Refinery 1,10,8,50.548124775295946,Ship,3565.062837027479,849,Ship,5,Customer B,1237.3529232255596,114.13009709885462
Type A,58.76514711788298,Location 1,Refinery 1,8,7,28.359168942682782,Ship,2654.5782589107953,119,Pipe,13,Customer B,3630.27322313845,70.01625002798687
Type C,84.50024454103328,Location 2,Refinery 1,14,7,71.9736218347206,Rail,2171.251466948675,589,Pipe,1,Customer B,4532.4776266991,154.22901293647135
Type B,60.04668443295282,Location 3,Refinery 3,24,6,72.29515297174439,Road,2500.3976212733996,844,Pipe,12,Customer A,3308.1674479601,117.09463540765053
Type B,76.79138422365406,Location 2,Refinery 2,3,5,45.100748449625485,Pipe,3035.7671240371446,589,Ship,11,Customer C,2416.078552128045,100.65459042362228
Type B,54.83382248233598,Location 1,Refinery 1,12,8,46.66373710706483,Pipe,2276.1757194912298,832,Road,12,Customer C,4283.638536282464,82.46992756166584
Type A,72.51854681290925,Location 1,Refinery 2,16,5,38.19697636427163,Road,4875.871448329199,425,Road,9,Customer A,4130.048032823318,70.89446978835382
Type A,87.8081664447623,Location 3,Refinery 3,28,9,62.99637793760186,Road,4732.31061226458,628,Pipe,3,Customer B,3176.728616925203,119.8357735612126
Type A,67.37857621194911,Location 2,Refinery 3,23,9,41.51968178158755,Road,4482.685872857282,991,Rail,3,Customer C,1617.4470795836014,74.361490564554
Type A,83.24558622436089,Location 3,Refinery 3,17,1,36.06754847135802,Rail,2687.3193420906136,188,Ship,2,Customer A,2003.9459420927255,105.61691783255347
Type B,89.77249803948646,Location 2,Refinery 3,1,6,45.933863570270496,Ship,3765.2070773409155,585,Pipe,4,Customer A,3953.9358887444228,92.65568628372729
Type C,96.35889097397263,Location 1,Refinery 2,23,7,25.489251103247526,Pipe,4611.317228143858,807,Ship,12,Customer B,4224.32866157971,90.31020784657697
Type A,61.73210409277267,Location 3,Refinery 1,10,3,64.79619227865223,Rail,4401.7179507157125,449,Ship,2,Customer A,2117.061112163959,93.78193975523243
Type A,69.9657957904654,Location 3,Refinery 3,25,7,20.75578407630722,Road,2657.3080560808307,183,Road,13,Customer C,2471.9403087471464,82.70931665218534
Type B,57.62080066652087,Location 1,Refinery 3,23,7,58.669103691235634,Road,1449.5441972890428,486,Pipe,9,Customer C,1310.5275409991805,117.85053768879436
Type C,99.62417510791876,Location 3,Refinery 2,10,2,30.971871605292343,Ship,1302.521455338198,186,Road,12,Customer A,3853.847793465999,131.0973291258358
Type C,96.35004839621476,Location 2,Refinery 2,21,7,33.94424277286479,Road,3308.2561809028107,406,Pipe,10,Customer C,1014.3101784001254,108.71364252464801
Type B,76.99785651402797,Location 2,Refinery 3,24,1,58.137919918402396,Rail,3570.511740843727,949,Ship,7,Customer A,1186.1660848762722,104.10702828090947
Type B,92.10166471882107,Location 2,Refinery 1,2,5,79.57660794697443,Rail,4399.370418388096,253,Road,8,Customer C,1017.3762711363596,130.86060290977431
Type C,76.04789886360211,Location 2,Refinery 1,9,9,66.66304934435304,Ship,2170.060081364124,539,Ship,3,Customer B,3581.278333350467,127.58153584154043
Type A,81.17928440013799,Location 1,Refinery 3,22,7,33.55037793340352,Rail,1669.88196220017,839,Pipe,6,Customer C,2669.5485108021862,100.55173985634049
Type C,54.456221605800835,Location 3,Refinery 2,13,7,30.56148530246803,Pipe,2516.023332712798,363,Rail,10,Customer B,2190.187045373321,62.83196727859894
Type B,87.7635210248404,Location 2,Refinery 3,25,2,71.97397221606022,Rail,2414.3004945291004,834,Road,6,Customer B,4650.804041428441,142.43135811402485
Type A,56.38567418176174,Location 1,Refinery 3,16,8,46.65103687529026,Rail,1529.875816071419,520,Road,13,Customer A,1771.2111787064266,94.06528826877357
Type A,91.30338151262642,Location 3,Refinery 2,18,3,28.223168169689327,Rail,3689.1306100526085,592,Ship,1,Customer B,2557.4720415256024,90.7793722612962
Type B,89.1014043835193,Location 3,Refinery 3,19,8,71.7326853993163,Pipe,3034.767762917504,732,Ship,6,Customer C,4761.247203711007,140.82204234763856
Type B,85.43723488714882,Location 1,Refinery 3,12,3,68.96554117485569,Road,3884.491024459065,510,Rail,13,Customer C,2708.42625134817,118.56384217439691
Type B,51.80801902623811,Location 1,Refinery 3,8,7,79.03438183382981,Rail,2410.7644806789385,272,Road,14,Customer B,3218.774742588231,106.56506334711018
Type C,65.15641779726643,Location 2,Refinery 2,17,2,74.58462120276104,Ship,2302.8088463108093,103,Pipe,3,Customer A,1321.3474662779504,127.70020908071474
Type C,63.155628495542146,Location 3,Refinery 1,15,4,71.1074203196325,Pipe,2890.3034121754226,953,Pipe,11,Customer B,4160.66554757385,114.6428739995338
Type A,68.00682037357595,Location 3,Refinery 1,10,6,23.154463868660187,Ship,4509.6293815805875,739,Road,3,Customer C,2691.0351083529526,53.59834791971546
Type B,54.382137338191924,Location 1,Refinery 2,15,9,26.264922169887083,Rail,1161.1252269359213,571,Road,3,Customer C,4202.060498393934,88.13086333539096
Type A,96.84789115155314,Location 3,Refinery 1,15,5,54.13899165824737,Ship,4219.331269185888,209,Road,10,Customer B,2015.1905702239685,118.60794038564055
Type A,77.69011203561881,Location 2,Refinery 3,23,9,51.88875477690925,Rail,2475.950450631026,966,Rail,11,Customer B,2689.91500224564,117.1860734448153
Type A,65.27621553290118,Location 3,Refinery 1,7,5,47.477792869372124,Pipe,4418.476103153911,136,Pipe,11,Customer B,4146.1957454600415,73.04021740862834
Type A,69.84907585371417,Location 1,Refinery 3,13,8,43.807359524875054,Ship,4208.812035343426,682,Pipe,10,Customer C,4895.511068174559,80.96241113105289
Type B,72.36012702524178,Location 1,Refinery 1,17,1,45.872629091859736,Ship,2395.0449895843535,900,Ship,11,Customer C,1238.5020975490754,106.1612729623148
Type A,80.02971666803086,Location 2,Refinery 2,9,7,54.157876048087715,Rail,3775.506141286464,130,Ship,8,Customer C,4249.824709675617,102.8089291690407
Type B,75.7839713848249,Location 2,Refinery 1,8,4,20.124591056004874,Rail,1638.5310270937605,480,Road,13,Customer A,2202.756270508441,75.00864766731323
Type B,95.96959866072086,Location 3,Refinery 1,20,5,35.642526447971136,Road,4585.126208655152,367,Ship,5,Customer C,3202.9731235642885,95.07712240589436
Type C,74.84817414529151,Location 3,Refinery 1,26,6,51.09678324132267,Rail,2617.9642578076378,110,Rail,4,Customer C,2160.3690598029916,114.57278068535508
Type B,99.60790074116564,Location 1,Refinery 2,27,5,63.33296592041877,Rail,2822.5024614208005,443,Pipe,13,Customer A,3453.781890271961,156.23684987563465
Type C,92.57124788725478,Location 2,Refinery 1,21,1,30.44940154372378,Road,3823.0362041479393,939,Pipe,9,Customer A,2415.211322575902,91.66080915976724
Type B,60.42552571786679,Location 2,Refinery 2,18,9,52.812870427245976,Rail,4283.3609468194045,643,Ship,9,Customer A,2334.459563910726,73.9284823738156
Type B,96.52976073219581,Location 2,Refinery 3,13,2,62.867581033146905,Rail,1945.3709733128385,668,Road,1,Customer A,1151.753251743742,147.36551806501797
Type B,55.818319894273806,Location 3,Refinery 1,16,9,46.677659474834286,Road,3645.4005595079816,265,Ship,2,Customer A,1587.8416236152461,81.07315838157184
Type C,90.87248542455958,Location 2,Refinery 2,9,2,21.624868020203063,Pipe,2567.992175556594,799,Road,8,Customer A,4668.312795461916,89.95031698218473
Type C,69.03116467382901,Location 1,Refinery 2,12,9,46.9560895079382,Pipe,2474.811696015845,441,Rail,5,Customer B,4993.109715492985,111.85438465679599
Type A,93.89871602225347,Location 1,Refinery 1,12,6,37.78669326464919,Rail,3760.103295762619,581,Pipe,7,Customer B,4122.082303478426,112.62186665922468
